unique_id,power_plant_name,country,country_iso3c,bri_country,region,subregion,province,city,installed_capacity,commissioning_year,primary_fuel,latitude,longitude,duplicate_power_plant,investment_type,investment_cofinanced_bu,debt_investment_averaged,debt_investment_weighted,equity_investment_weighted,total_investment_amount,equity_investor_name_1,equity_investor_amount_1,equity_investor_name_2,equity_investor_amount_2,equity_investment_type,equity_investment_year,parent_company_of_investor,SOE_or_POE,debt_investment_year,debt_investment_amount,number_of_lenders,bank_of_china,china_development_bank,export_import_bank_of_china,industrial_and_commercial_bank_of_china,china_construction_bank,bank_of_communications,agricultural_bank_of_china,china_citic_bank_corp,china_merchants_bank,china_minsheng_banking_corp,china_zheshang_bank,china_everbright_bank,silk_road_fund,china_co-financing_fund_for_latin_america_and_the_caribbean,compid,unit_id,location_id.x,gppd_id,fdi_id,rma_id,bu_id,sais_id,iad_id,r_id,ij_id,cgp_id,RE/Fossil
RUS2021004,SAMARA SOLAR,Russia,RUS,Y,Europe,Eastern Europe,Samara Oblast,Novokuybyshevsk,25,2018,solar pv,,,N,Equity,,,,,,Solar Systems,,,,Greenfield,2015,Sirius Holding Group Co Ltd,POE,,,,,,,,,,,,,,,,,,1054703,1289970,1121933,,358021,,,,,,,,RE
RUS2021005,Staromaryevka,Russia,RUS,Y,Europe,Eastern Europe,,Stavropol,25,,solar pv,,,N,Equity,,,,,,Solar Systems,,,,Greenfield,2019,Sirius Holding Group Co Ltd,POE,,,,,,,,,,,,,,,,,,,,,,542654,,,,,,,,RE
RUS2021006,Staromaryevka,Russia,RUS,Y,Europe,Eastern Europe,,Stavropol,100,,solar pv,,,N,Equity,,,,,,Solar Systems,,,,Greenfield,2020,Sirius Holding Group Co Ltd,POE,,,,,,,,,,,,,,,,,,,,,,542656,,,,,,47560,,RE
RUS2021007,WHITE SEA WIND,Russia,RUS,Y,Europe,Eastern Europe,Karelia Republic,,60,,offshore wind,,,N,Equity,,,,,,Sinomach Zhongxing Engineering Consulting Co Ltd,,,,Greenfield,2016,China National Machinery Industry Corp,SOE,,,,,,,,,,,,,,,,,,1054780,1290157,1122077,,405938,,,,,,,,RE
RUS2021008,YAROSLAVL TETS,Russia,RUS,Y,Europe,Eastern Europe,Yaroslav Oblast,Yaroslavl,480,2017,gas,,,N,Equity,,,,,,China Huadian Corporation Ltd,,,,Greenfield,2010,China Huadian Corporation Ltd,SOE,,,,,,,,,,,,,,,,,,1046775,1235322; 1235323; 1224764,1081227,,170359,,,,,,,RU.F.001.1; RU.F.001.2; RU.F.001.3,Fossil
RUS2021009,ASTRAKHAN ZAVODSKAYA,Russia,RUS,Y,Europe,Eastern Europe,Astrakhan Oblast,Volodarsky - Volodarsky Dist,15,2017,solar pv,,,N,Equity,,,,,,Solar Systems,,,,Greenfield,2018,Sirius Holding Group Co Ltd,POE,,,,,,,,,,,,,,,,,,1051714,1279049,1114450,,549574,,,,,,,,RE
RUS2021010,,Russia,RUS,Y,Europe,Eastern Europe,Amur,Blagoveshchensk,,,gas,,,N,Debt,N,N,N,,2772.25,,,,,,,,,2019,2772.25,,,2772.25,,,,,,,,,,,,,,,,,,,279,,,,,,Fossil
RUS2021011,,Russia,RUS,Y,Europe,Eastern Europe,Primorsky Krai,Ussuriysk,,,solar pv,,,N,Equity,,,,,,China National Electric Engineering Co Ltd,,,,Greenfield,2018,China National Machinery Industry Corp,SOE,,,,,,,,,,,,,,,,,,,,,,464799,,,,,,,,RE
RWA2023001,NYABARONGO-II,Rwanda,RWA,Y,Africa,Sub-Saharan Africa,Northern,Bwenda Sector - Gakenke Dist,43.5,2025,hydro,,,N,Debt,,N,N,,214,,,,,,,,,2020,214,,,,214,,,,,,,,,,,,1057293,1240907; 1240908,1090366,,,,286,RW.024,,,,RW.001.1; RW.001.2,RE
SAU2021001,SAKAKA SOLAR,Saudi Arabia,SAU,Y,Asia,Western Asia,Al Jawf,Sakaka,300,2020,solar pv,,,N,Debt,,Y,N,,74,,,,,,,,,2018,74,3,74,,,,,,,,,,,,,,1036210,1282748,1117014,,,,,,,154084979963,38936,,RE
SAU2022002,JAZAN IGCC,Saudi Arabia,SAU,Y,Asia,Western Asia,Jizan,Jazan City,4000,2023,gas,,,N,Debt,,Y,N,,375.46,,,,,,,,,2021,375.46,,375.46,,,,,,,,,,,,,,1060308,1247871; 1254442;1254443; 1254444; 1254445; 1254446; 1254449; 1254450; 1254451; 1254452; 1254455; 1254457; 1254458,1094787,,,,,,,,48698,,Fossil
SAU2022003,RABIGH IPP-2,Saudi Arabia,SAU,Y,Asia,Western Asia,Ar Riyad,Rabigh,1380,2018,oil ,,,N,Debt,,N,N,,220,,,,,,,,,2009,220,,220,,,,,,,,,,,,,,1060597,1241006; 1259741; 1259742; 1259743; 1259745; 1259746,1090406,,,,,,,,17357,,Fossil
SAU2023004,Ar Rass ,Saudi Arabia,SAU,Y,Asia,Western Asia,,,700,,solar pv,,,N,Equity,,,,,,State Power Investment Corp Ltd,,,,Greenfield,2023,State Power Investment Corp Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49872,,RE
SAU2023005,Saad,Saudi Arabia,SAU,Y,Asia,Western Asia,Riyadh,,300,,solar pv,,,N,Equity,,,,,,Jinko Solar Co Ltd,,,,Greenfield,2023,JinkoSolar Holding Co Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49873,,RE
SDN2021001,AL-FULAH,Sudan,SDN,Y,Africa,Northern Africa,West Kordofan,Al-Fulah,405,,gas,,,N,Debt,N,N,N,,612,,,,,,,,,2009,612,,,,612,,,,,,,,,,,,1004622,1233024; 1233025; 1233042,1086081,,,,56,SD.097.05,,,,SD.003,Fossil
SDN2021002,EL GAILI,Sudan,SDN,Y,Africa,Northern Africa,Bahr el Ghazal,Garri,410,2003,gas,,,N,Debt,N,N,N,,149,,,,,,,,,2000,149,,,,149,,,,,,,,,,,,1004622,1109089; 1109090;1109093;1109091;1109092;1185103; 1193617; 1193618; 1193619; 1268631; 1268632;,1052653,,,,1,,,,,,Fossil
SDN2021003,MAHMOUD SHARIF,Sudan,SDN,Y,Africa,Northern Africa,Khartoum,Khartoum City,200,2015,oil ,,,N,Debt,N,N,N,,175,,,,,,,,,2005,175,,,,175,,,,,,,,,,,,1004622,1197943;1197944,1023376,,,,12,SD.063,,,,SD.002.1; SD.002.2,Fossil
SDN2021005,MEROWE,Sudan,SDN,Y,Africa,Northern Africa,Northern,Karima,1250,2009,hydro,18.6667,32.05,N,Debt,Y,N,N,,608,,,,,,,,,2003,608,,,,608,,,,,,,,,,,,1049064,1171126; 1176580; 1176581; 1176582; 1176583; 1176584; 1176585; 1176586; 1176587; 1176588,1047642,WRI1023179,,,13,SD.005,,,,SD.001.1; SD.001.10; SD.001.2; SD.001.3; SD.001.4; SD.001.5; SD.001.6; SD.001.7; SD.001.8; SD.001.9,RE
SDN2021006,,Sudan,SDN,Y,Africa,Northern Africa,,,,,solar pv,,,N,Debt,,N,N,,5,,,,,,,,,2006,5,,,,5,,,,,,,,,,,,,,,,,,,SD.028,,,,,RE
SEN2021001,,Senegal,SEN,Y,Africa,Sub-Saharan Africa,,Dakar,250,,coal,,,N,Equity,,,,,,China Metallurgical Group Corp,,,,Greenfield,2006,China Minmetals Corp,SOE,,,,,,,,,,,,,,,,,,,,,,56624,,,,,,,,Fossil
SGP2021001,TEMBUSU COGEN,Singapore,SGP,Y,Asia,South-eastern Asia,,Tembusu Cres - Jurong Island,133.5,2013,coal,,,N,Equity,,,,,,China Huaneng Group Co Ltd,,,,M&A,2009,China Huaneng Group Co Ltd,SOE,,,,,,,,,,,,,,,,,,1024501,1214083; 1237682,1074959,,141877,,,,,,,SG.F.001.1; SG.F.001.2,Fossil
SGP2021002,TUAS,Singapore,SGP,Y,Asia,South-eastern Asia,,Tuas,1876,2013,gas,1.2888,103.6414,N,Both,,N,Y,Y,2732.145884,China Huaneng Group Co Ltd,1366.072942,,,M&A,2009,China Huaneng Group Co Ltd,SOE,2009,1366.072942,,1195.314581,,,170.7583613,,,,,,,,,,,1024501,1154090; 1170196; 1173260; 1173261; 1229706,1032064,GEODB0005795,,,,,,,19173,SG.F.003.1; SG.F.003.2; SG.F.003.3; SG.F.003.4; SG.F.003.5,Fossil
SGP2021003,TUAS,Singapore,SGP,Y,Asia,South-eastern Asia,,Tuas,1224,2000,oil ,1.2896,103.6397,N,Both,,N,Y,Y,1782.594116,China Huaneng Group Co Ltd,891.2970581,,,M&A,2009,China Huaneng Group Co Ltd,SOE,2009,891.2970581,,779.8854194,,,111.4116387,,,,,,,,,,,1024501,1154088; 1154089; 1173981; 1173982; 1173983; 1173984,1032064,GEODB0005796,,,,,,,19173,SG.F.002.1; SG.F.002.2,Fossil
SRB2021001,KOSTOLAC-B NO 3,Serbia,SRB,Y,Europe,Southern Europe,Branicevo,Kostolac,350,2023,coal,,,N,Debt,N,N,N,,608,,,,,,,,,2014,608,,,,608,,,,,,,,,,,,1002151,1126174;1126175,1015553,,,,387,,,,,,Fossil
SRB2021002,Loznica,Serbia,SRB,Y,Europe,Southern Europe,,Loznica,1500,,gas,,,N,Debt,N,N,N,,255.3512745,,,,,,,,,2016,255.3512745,,,255.3512745,,,,,,,,,,,,,,,,,,,213,,,,,,Fossil
SRB2021003,VRANSKJA BANJA,Serbia,SRB,Y,Europe,Southern Europe,Pcinjski okrug (Pcinja District),Vranskja,20,,geothermal,,,N,Equity,,,,,,KS Orka Renewables Pte Ltd,,,,Greenfield,2017,Kaishan Holding Group Co Ltd,POE,,,,,,,,,,,,,,,,,,1038903,1288517,1120920,,548849,,,,,,,RS.F.002,RE
SRB2023004,KOSTOLAC-B NO 1-2,Serbia,SRB,Y,Europe,Southern Europe,Branicevo,Kostolac,700,1991,coal,,,N,Debt,N,N,N,,293,,,,,,,,,2013,293,,,,293,,,,,,,,,,,,1002151,1225046,1015553,,,,163,,,,,RS.001,Fossil
SSD2021001,KINETI RIVER,South Sudan,SSD,Y,Africa,Sub-Saharan Africa,Eastern Equatori,Torit,3,,hydro,,,N,Debt,N,N,N,,27,,,,,,,,,2013,27,,,,27,,,,,,,,,,,,1045349,1253754,1098406,,,,147,,,,,,RE
TGO2021001,ADJARALA (MONO RIVER),Togo,TGO,Y,Africa,Sub-Saharan Africa,Maritime,Adokou,,,hydro,,,Y,Debt,N,N,N,,57,,,,,,,,,2016,57,,,,57,,,,,,,,,,,,1028063,1100416;1100417;1264062,1029100,,,,,TG.017,,,41046,,RE
THA2021001,Four,Thailand,THA,Y,Asia,South-eastern Asia,,,,,solar pv,,,N,Debt,,N,N,,10.99678457,,,,,,,,,2011,10.99678457,3,,,,10.99678457,,,,,,,,,,,,,,,,,,,,154083505488,,,RE
THA2021002,Korat 5,Thailand,THA,Y,Asia,South-eastern Asia,,,,,solar pv,,,N,Debt,,N,N,,6.346541303,,,,,,,,,2013,6.346541303,3,,,,6.346541303,,,,,,,,,,,,,,,,,,,,154083583115,28529,,RE
THA2021003,Korat 9,Thailand,THA,Y,Asia,South-eastern Asia,,,,,solar pv,,,N,Debt,,N,N,,4.759905977,,,,,,,,,2013,4.759905977,3,,,,4.759905977,,,,,,,,,,,,,,,,,,,,154083583114,28526,,RE
THA2021004,SP-KK (CHUM PHAE),Thailand,THA,Y,Asia,South-eastern Asia,Khon Kaen,Chum Phae,22.38,2014,solar pv,,,N,Debt,,N,N,,11.817,,,,,,,,,2013,11.817,4,,,,11.817,,,,,,,,,,,1038772,1262605;1262619;1262620,1104035,,,,,,,154083569365; 154083569366;154083583110,,,RE
THA2021005,SP-KK (MUEANG PHAI),Thailand,THA,Y,Asia,South-eastern Asia,Khon Kaen,Mueang Phai,7.46,2013,solar pv,,,N,Debt,,N,N,,4.756711409,,,,,,,,,2013,4.756711409,3,,,,4.756711409,,,,,,,,,,,1038772,1262607,1104037,,,,,,,154083583112,,,RE
THA2021006,SP-KK (NAM PHONG),Thailand,THA,Y,Asia,South-eastern Asia,Khon Kaen,Nam Phong Dist,7.46,2013,solar pv,,,N,Debt,,N,N,,4.756711409,,,,,,,,,2013,4.756711409,3,,,,4.756711409,,,,,,,,,,,1038772,1262604,1104034,,,,,,,154083583109,,,RE
THA2021007,SP-LE (SONGKHRAM),Thailand,THA,Y,Asia,South-eastern Asia,Loei,Songkhram,7.46,2014,solar pv,,,N,Debt,,N,N,,3.8647343,,,,,,,,,2013,3.8647343,4,,,,3.8647343,,,,,,,,,,,1038772,1262616,1104045,,,,,,,154083569364,,,RE
THA2021008,SPP2 (SARABURI),Thailand,THA,Y,Asia,South-eastern Asia,Saraburi,,8,2012,solar pv,,,N,Equity,,,,,,Astronergy,,,,Greenfield,2011,Chint Group Corp,POE,,,,,,,,,,,,,,,,,,1009366,1238010,1088846,,200928,,,,,,,,RE
THA2021009,Three,Thailand,THA,Y,Asia,South-eastern Asia,,,,,solar pv,,,N,Debt,,N,N,,7.266881029,,,,,,,,,2011,7.266881029,3,,,,7.266881029,,,,,,,,,,,,,,,,,,,,154083505487,,,RE
THA2021010,CHONBURI NG PROJECT,Thailand,THA,Y,Asia,South-eastern Asia,Chonburi,Khao Khansong Subdist - Sriracha Dist,2500,2021,gas,,,N,Debt,,Y,N,,97.5936287,,,,,,,,,2019,97.5936287,14,,,,97.5936287,,,,,,,,,,,1056843,1290397; 1290398,1122222,,,,,,,154085060743; 154085060744; 154085236320; 154085243048,44286,,Fossil
THA2021011,,Thailand,THA,Y,Asia,South-eastern Asia,,,2500,,gas,,,N,Debt,,N,N,,12,,,,,,,,,2018,12,13,,,,12,,,,,,,,,,,,,,,,,,,,154085421061,,,Fossil
THA2021012,,Thailand,THA,Y,Asia,South-eastern Asia,,,,,solar pv,,,N,Debt,,N,N,,3.200483092,,,,,,,,,2013,3.200483092,4,,,,3.200483092,,,,,,,,,,,,,,,,,,,,154083569367,,,RE
THA2022013,BANG BO,Thailand,THA,Y,Asia,South-eastern Asia,Samut Prakan,Bang Bo,350,2003,gas,,,N,Debt,,N,N,,95.92,,,,,,,,,2004,95.92,,7.37,,,28.48,60.07,,,,,,,,,,1021408,1163952,1043155,,,,,,,,30403,,Fossil
THA2022014,SIRINDHORN RESERVOIR,Thailand,THA,Y,Asia,South-eastern Asia,Ubon Ratchathani,Sirindhorn Dist,45,2021,solar pv,,,N,Equity,,,,,,China Energy Engineering Group Co Ltd,,,,Greenfield,2021,China Energy Engineering Group Co Ltd,SOE,,,,,,,,,,,,,,,,,,1058642,1299058,1128546,,,,,,,,45659,,RE
THA2022015,SPP2 (SARABURI),Thailand,THA,Y,Asia,South-eastern Asia,Saraburi,,8,2012,solar pv,,,N,Debt,,Y,N,,9.01,,,,,,,,,2011,9.01,,,,,9.01,,,,,,,,,,,1009366,1238010,1088846,,,,,,,,29226,,RE
THA2022016,Sriracha GSRC CCGT Power Plant (2.65GW) IPP,Thailand,THA,Y,Asia,South-eastern Asia,,,2650,,gas,,,N,Debt,,Y,N,,96.26,,,,,,,,,2018,96.26,,,,,96.26,,,,,,,,,,,,,,,,,,,,,48821,,Fossil
THA2023017,HIN KONG,Thailand,THA,Y,Asia,South-eastern Asia,Ratchaburi,Muong district,1400,2025,gas,,,N,debt,,Y,N,,85.72,,,,,,,,,2022,85.72,,,,,42.86,,42.86,,,,,,,,,1057681,1298499; 1299266,1128704,,,,,,,,53048,,Fossil
THA2023018,PHUKET NEW,Thailand,THA,Y,Asia,South-eastern Asia,Phuket,Wichit Subdist - Tambon Muang Dist,14,2013,waste,,,N,Equity,,,,,,Yunnan Water Investment Co Ltd,,,,M&A,,Yunnan Provincial Investment Holdings Group Co Ltd,SOE,,,,,,,,,,,,,,,,,,1050866,1205791; 1275625,1112143,,,,,,,,,TH.F.001.1; TH.F.001.2,RE
TJK2021001,DUSHANBE-2,Tajikistan,TJK,Y,Asia,Central Asia,Dushanbe,Dushanbe City,300,2016,coal,,,N,Debt,Y,N,N,,331.6,,,,,,,,,2014,331.6,,,,331.6,,,,,,,,,,,,1000641, 1264038; 1264039,1104845,,,,164,,,,40920,TJ.001.1; TJ.001.2; TJ.001.3; TJ.001.4,Fossil
TUN2023001,METBASSTA SOLAR,Tunisia,TUN,Y,Africa,Northern Africa,Kairouan,Metbassta,100,,solar pv,,,N,Equity,,,,,,TBEA Co Ltd,,,,Greenfield,,Xinjiang TBEA Group Co Ltd,POE,,,,,,,,,,,,,,,,,,1058533,1302771,1131358,,,,,,,,,TN.F.001,RE
TUR2021001,ASTRO OSMANIYE,Turkey,TUR,Y,Asia,Western Asia,Osmaniye,,19,2017,solar pv,,,N,Equity,,,,,,Chint Group Corp ,,,,Greenfield,,Chint Group Corp ,POE,,,,,,,,,,,,,,,,,,1041639,1283891,1117702,,,,,,,,,TR.F.001,RE
TUR2021002,KILAVUZLU,Turkey,TUR,Y,Asia,Western Asia,Kahramanmaras,Onikisubat Dist,54,2012,hydro,,,N,Debt,,N,Y,,35.325,,,,,,,,,2018,35.325,7,,,,35.325,,,,,,,,,,,1018366,1125517;1125518;11255191125520,1032181,,,,,,,154084978921;154085067904,40526,,RE
TUR2021003,MENZELET,Turkey,TUR,Y,Asia,Western Asia,Kahramanmaras,Onikisubat Dist,124,1993,hydro,,,N,Debt,,N,Y,,56,,,,,,,,,2018,56,7,,,,56,,,,,,,,,,,1018366,1132420;1132421;1132422;1132423,1032192,,,,,,,154084978921;154085067904,40526,,RE
TUR2021004,EMBA HUNUTLU,Turkey,TUR,Y,Asia,Western Asia,Adana,Sugozu Village - Yumurtalik Dist,1320,2022,coal,,,N,Both,Y,N,N,,1381,EMBA Electricity Production Co Inc,,,,Greenfield,2016,State Power Investment Corp Ltd,SOE,2019,1381,,,1381,,,,,,,,,,,,,1049676,1271151; 1271152,1109355,,542026,,272,,,,,TR.002.1; TR.002.2,Fossil
TUR2021005,,Turkey,TUR,Y,Asia,Western Asia,,,20,,solar pv,,,N,Equity,,,,,,Yingli Green Energy Europe Gmbh,,,,Greenfield,2015,Yingli Green Energy Holding Co Ltd,POE,,,,,,,,,,,,,,,,,,,,,,359615,,,,,,,,RE
TUR2022006,Doğankent,Turkey,TUR,Y,Asia,Western Asia,,,74,,hydro,,,N,Debt,,Y,Y,,22.58412214,,,,,,,,,2019,22.58412214,,,,,22.58412214,,,,,,,,,,,,,,,,,,,,,47058,,RE
TUR2022007,Efeler Geothermal Plant Expansion (100MW),Turkey,TUR,Y,Asia,Western Asia,,,100,,geothermal,,,N,Debt,,N,N,,30,,,,,,,,,2019,30,,,,,30,,,,,,,,,,,,,,,,,,,,,47419,,RE
TUR2022008,Karacaoren 1,Turkey,TUR,Y,Asia,Western Asia,,,32,,hydro,,,N,Debt,,Y,Y,,17.95918367,,,,,,,,,2016,17.95918367,,,,,17.95918367,,,,,,,,,,,,,,,,,,,,,35939,,RE
TUR2022009,Karacaoren 2 ,Turkey,TUR,Y,Asia,Western Asia,,,46.4,,hydro,,,N,Debt,,Y,Y,,26.04081633,,,,,,,,,2016,26.04081633,,,,,26.04081633,,,,,,,,,,,,,,,,,,,,,35939,,RE
TUR2022010,Karapinar ,Turkey,TUR,Y,Asia,Western Asia,,,1350,,solar pv,,,N,Equity,,,,N,162.5,China Electronics Technology Group Corp,162.5,,,Greenfield,2021,China Electronics Technology Group Corp,SOE,,,,,,,,,,,,,,,,,,,,,,,,,,,,40901,,RE
TUR2022011,Kiyikoy ,Turkey,TUR,Y,Asia,Western Asia,,,72,,onshore wind,,,N,Debt,,N,N,,37,,,,,,,,,2020,37,,,,,37,,,,,,,,,,,,,,,,,,,,,50062,,RE
TUR2022012,Kurtun,Turkey,TUR,Y,Asia,Western Asia,,,85,,hydro,,,N,Debt,,Y,Y,,25.94122137,,,,,,,,,2019,25.94122137,,,,,25.94122137,,,,,,,,,,,,,,,,,,,,,47058,,RE
TUR2022013,Torul,Turkey,TUR,Y,Asia,Western Asia,,,103,,hydro,,,N,Debt,,Y,Y,,31.43465649,,,,,,,,,2019,31.43465649,,,,,31.43465649,,,,,,,,,,,,,,,,,,,,,47058,,RE
TZA2022001,MBEYA (KIWIRA),Tanzania,TZA,Y,Africa,Sub-Saharan Africa,Mbeya,Mbeya Town,300,2022,coal,,,N,Equity,,,,N,38.25,Shangdong Century Electric Power Development Co Ltd,38.25,,,Greenfield,2016,State Power Investment Corp Ltd,SOE,,,,,,,,,,,,,,,,,,1051594,1207391,1114156,,,,,,,,33870,,Fossil
UGA2021001,ISIMBA FALLS,Uganda,UGA,Y,Africa,Sub-Saharan Africa,Kamuli,Isimba,183.2,2019,hydro,,,N,Debt,N,N,N,,482.5,,,,,,,,,2015,482.5,,,,482.5,,,,,,,,,,,,1006643,1254223; 1255826; 1255827; 1255828,1098680,,,,192,UG.009,,,17612,UG.001.1; UG.001.2; UG.001.3; UG.001.4,RE
UGA2021002,KARUMA FALLS,Uganda,UGA,Y,Africa,Sub-Saharan Africa,Kyandongo,Karuma,600,2021,hydro,,,N,Debt,N,N,N,,1445,,,,,,,,,2015,1445,,,,1445,,,,,,,,,,,,1006643,1160821; 1168668; 1168669; 1168670; 1267327; 1267328,1040178,,,,148,UG.008,,,16091,UG.002.1; UG.002.2; UG.002.3; UG.002.4; UG.002.5; UG.002.6,RE
UKR2021001,DUNAYSKAYA,Ukraine,UKR,Y,Europe,Eastern Europe,Odessa,,43.14,2012,solar pv,,,N,Equity,,,,,,CNBM International Corp,,,,M&A,2015,Cnbm International Resources Co Ltd,POE,,,,,,,,,,,,,,,,,,1039881,1247023,1094225,,,2818310040,,,,,,UA.F.001,RE
UKR2021002,LIMANSKAYA,Ukraine,UKR,Y,Europe,Eastern Europe,Odessa,,43.4,2013,solar pv,,,N,Equity,,,,,,CNBM International Corp,,,,M&A,2015,Cnbm International Resources Co Ltd,POE,,,,,,,,,,,,,,,,,,1039881,1251263,1096826,,,2818310040,,,,,,UA.F.003,RE
UKR2021003,PRIOZERNAYA,Ukraine,UKR,Y,Europe,Eastern Europe,Odessa,,54.8,2013,solar pv,,,N,Equity,,,,,,CNBM International Corp,,,,M&A,2015,Cnbm International Resources Co Ltd,POE,,,,,,,,,,,,,,,,,,1039881,1251262,1096825,,,2818310040,,,,,,UA.F.004,RE
UKR2021004,STAROKOZACHE,Ukraine,UKR,Y,Europe,Eastern Europe,Odessa,Belgorod-Dnestrovskiy,42.95,2012,solar pv,,,N,Equity,,,,,,CNBM International Corp,,,,M&A,2015,Cnbm International Resources Co Ltd,POE,,,,,,,,,,,,,,,,,,1039881,1243711,1092148,,,2818310040,,,,,,UA.F.002,RE
UKR2021005,VOZNESENSK,Ukraine,UKR,Y,Europe,Eastern Europe,Mykolaiv,Voznesensk,29.3,2013,solar pv,,,N,Equity,,,,,,China National Building Material Co Ltd,,,,Greenfield,2011,China National Building Material Group Co Ltd,SOE,,,,,,,,,,,,,,,,,,1052462,1250422,1096252,,,,,,,,,UA.F.005,RE
UKR2022006,Ochakov,Ukraine,UKR,Y,Europe,Eastern Europe,,,288,,onshore wind,,,N,Equity,,,,,,Xinjiang Goldwind Science & Technology Co ltd ,,,,Greenfield,2021,Xinjiang Goldwind Science & Technology Co ltd ,POE,,,,,,,,,,,,,,,,,,,,,,,,,,,,57895,,RE
UKR2022007,ZOFIA WIND,Ukraine,UKR,Y,Europe,Eastern Europe,Zaporizhzhya,Melitopol Dist,300,2023,onshore wind,,,N,Equity,,,,,,Xinjiang Goldwind Science & Technology Co ltd ,,,,M&A,2021,Xinjiang Goldwind Science & Technology Co ltd ,POE,,,,,,,,,,,,,,,,,,1058194,1301493,1130381,,,,,,,,57895,,RE
URY2022001,CARAPE,Uruguay,URY,Y,Americas,Latin America and the Caribbean,Maldonado,Carape,90,2015,onshore wind,,,N,Debt,,N,N,,34.3,,,,,,,,,2019,34.3,,,,,,,,,,,,,,,34.3,1040549,1232754; 1256201,1085914,,,,,,,,45800,,RE
URY2022002,CARAPE,Uruguay,URY,Y,Americas,Latin America and the Caribbean,Maldonado,Carape,,,onshore wind,,,Y,Debt,,N,N,,44.2,,,,,,,,,2014,44.2,,,,,,,,,,,,,,,44.2,1040549,1232754; 1256201,1085914,,,,,,,,28042,,RE
URY2022003,COLONIA ARIAS,Uruguay,URY,Y,Americas,Latin America and the Caribbean,Flores,Colonia Dr Jose Arias,70,2017,onshore wind,,,N,Debt,,N,N,,35.5,,,,,,,,,2015,35.5,,,,,,,,,,,,,,,35.5,1050853,1275522,1112073,,,,,,,,33968,,RE
URY2022004,Sky Solar's Uruguay PV portfolio,Uruguay,URY,Y,Americas,Latin America and the Caribbean,,,69.9,,solar pv,,,N,Debt,,N,N,,19.3,,,,,,,,,2016,19.3,,,,,,,,,,,,,,,19.3,,,,,,,,,,,34353,,RE
URY2022005,VIENTOS PASTORALE,Uruguay,URY,Y,Americas,Latin America and the Caribbean,Flores,Ismael Cortinas,52.8,2017,onshore wind,,,N,Debt,,N,N,,42,,,,,,,,,2015,42,,,,,42,,,,,,,,,,,1048018,1267230,1106860,,,,,,,,33390,,RE
UZB2021001,ANDIJAN-2,Uzbekistan,UZB,Y,Asia,Central Asia,Andijan,Khanabad,50,2010,hydro,,,N,Debt,N,N,Y,,11.21830986,,,,,,,,,2007,11.21830986,,,,11.21830986,,,,,,,,,,,,1031454,1161008; 1228779,1040548,,,,29,,,,,UZ.001.1; UZ.001.2,RE
UZB2021002,ANGREN,Uzbekistan,UZB,Y,Asia,Central Asia,Tashkent,Angren,150,2016,coal,41.0047,70.1235,N,Debt,N,N,N,,166,,,,,,,,,2013,166,,,,166,,,,,,,,,,,,1016572,1250825,1047035,WRI1000144,,,149,,,,,UZ.004,Fossil
UZB2021003,TASHKENT CC-1 GT 1,Uzbekistan,UZB,Y,Asia,Central Asia,Tashkent,Tashkent City,372,2017,gas,,,N,Debt,N,N,N,,220,,,,,,,,,2012,220,,,220,,,,,,,,,,,,,1016573,1187072;1198053,1032643,,,,120,,,,,UZ.003.1; UZ.003.2,Fossil
UZB2021004,Upgrade of Three Hydro Power Plants,Uzbekistan,UZB,Y,Asia,Central Asia,,,,,hydro,,,N,Debt,N,N,N,,240,,,,,,,,,2017,240,,,,240,,,,,,,,,,,,,,,,,,251,,,,,,RE
UZB2021005,,Uzbekistan,UZB,Y,Asia,Central Asia,,Tashkent,59,,gas,,,N,Equity,,,,,,Chongqing Energy Investment Group Co Ltd,,,,Greenfield,2018,Chongqing Energy Investment Group Co Ltd,SOE,,,,,,,,,,,,,,,,,,,,,,464868,,,,,,,,Fossil
UZB2021007,,Uzbekistan,UZB,Y,Asia,Central Asia,,,111,,hydro,,,N,Debt,N,N,N,,58.5,,,,,,,,,2017,58.5,,,,58.5,,,,,,,,,,,,,,,,,,289,,,,,,RE
UZB2022008,Sirdarya,Uzbekistan,UZB,Y,Asia,Central Asia,,,1500,,gas,,,N,Both,,N,N,,274,Silk Road Fund,,,,M&A,2023,Silk Road Fund,,2021,274,,274,,,,,,,,,,,,,,,,,,,,,,,,50268;62746,,Fossil
UZB2023009,AKHANGARAN RESERVOIR,Uzbekistan,UZB,Y,Asia,Central Asia,Tashkent,Akhangaran,21,2010,hydro,,,N,Debt,,N,Y,,8.029781789,,,,,,,,,2007,8.029781789,,,,8.029781789,,,,,,,,,,,,1031454,1161007; 1234331,1040547,,,,29,,,,,UZ.002.1; UZ.002.2,RE
UZB2023010,KADYRINSKAYA-3,Uzbekistan,UZB,Y,Asia,Central Asia,Tashkent,Kadirya - Kibray Dist,13.2,2020,hydro,,,N,Debt,,N,Y,,30.20964361,,,,,,,,,2019,30.20964361,,,,30.20964361,,,,,,,,,,,,1016572,1123191; 1307064; 1307065; 1307066,1032623,,,,280,,,,,UZ.006.1; UZ.006.2; UZ.006.3; UZ.006.4,RE
