unique_id,power_plant_name,country,country_iso3c,bri_country,region,subregion,province,city,installed_capacity,commissioning_year,primary_fuel,latitude,longitude,duplicate_power_plant,investment_type,investment_cofinanced_bu,debt_investment_averaged,debt_investment_weighted,equity_investment_weighted,total_investment_amount,equity_investor_name_1,equity_investor_amount_1,equity_investor_name_2,equity_investor_amount_2,equity_investment_type,equity_investment_year,parent_company_of_investor,SOE_or_POE,debt_investment_year,debt_investment_amount,number_of_lenders,bank_of_china,china_development_bank,export_import_bank_of_china,industrial_and_commercial_bank_of_china,china_construction_bank,bank_of_communications,agricultural_bank_of_china,china_citic_bank_corp,china_merchants_bank,china_minsheng_banking_corp,china_zheshang_bank,china_everbright_bank,silk_road_fund,china_co-financing_fund_for_latin_america_and_the_caribbean,compid,unit_id,location_id.x,gppd_id,fdi_id,rma_id,bu_id,sais_id,iad_id,r_id,ij_id,cgp_id,RE/Fossil
GRC2022002,Solar PV Portfolio Acquisition,Greece,GRC,Y,Europe,Southern Europe,,,4.4,,solar pv,,,N,Equity,,,,,,"
Solar Power Holding Hong Kong Co",,,,M&A,2011,LDK Solar Co Ltd,POE,,,,,,,,,,,,,,,,,,,,,,,,,,,,25186,,RE
HRV2021001,SENJ WIND,Croatia,HRV,Y,Europe,Southern Europe,Liko-senjska,Senj,156,2017,onshore wind,,,N,Equity,,,,,,Norinco International Cooperation Ltd,,,,Greenfield,2018,China North Industries Group Corp Ltd,SOE,,,,,,,,,,,,,,,,,,1059368,1305633,1133457,,449266,,,,,,,HR.F.001,RE
HUN2021001,Coin,Hungary,HUN,Y,Europe,Eastern Europe,,,,,solar pv,,,N,Debt,,N,N,,76.10330173,,,,,,,,,2020,76.10330173,1,76.10330173,,,,,,,,,,,,,,,,,,,,,,,154086894008,,,RE
HUN2021002,TURA KAISHAN,Hungary,HUN,Y,Europe,Eastern Europe,Pest,Tura,40,,geothermal,,,N,Equity,,,,,,KS Orka Renewables Pte Ltd,,,,Greenfield,2018,Kaishan Holding Group Co Ltd,POE,,,,,,,,,,,,,,,,,,1038903,1292937,1124229,,464826,,,,,,,HU.F.002,RE
HUN2021003,ReneSola Hungarian Solar Portfolio,Hungary,HUN,Y,Europe,Eastern Europe,Szabolcs-Szatmar-Bereg,Fehergyarmat,8,,solar pv,,,N,Equity,,,,,,ReneSola,,,,Greenfield,2018,Emeren Group Ltd,POE,,,,,,,,,,,,,,,,,,,,,,470922,,,,,,43117,,RE
HUN2021004,,Hungary,HUN,Y,Europe,Eastern Europe,,,41.3,,solar pv,,,N,Equity,,,,,,ReneSola,,,,Greenfield,2019,Emeren Group Ltd,POE,,,,,,,,,,,,,,,,,,,,,,487283,,,,,,,,RE
HUN2021005,,Hungary,HUN,Y,Europe,Eastern Europe,,,49,,solar pv,,,N,Debt,,N,N,,38.05165087,,,,,,,,,2020,38.05165087,1,38.05165087,,,,,,,,,,,,,,,,,,,,,,,154087036795; 154087036796,,,RE
HUN2021006,,Hungary,HUN,Y,Europe,Eastern Europe,Jasz-Nagykun-Szolnok,,61.6,,solar pv,,,N,Equity,,,,,,Unisun Energy Group,,,,Greenfield,2018,Unisun Energy Group,POE,,,,,,,,,,,,,,,,,,,,,,478130,,,,,,,,RE
HUN2021007,GENERTEC KAPOSVAR,Hungary,HUN,Y,Europe,Eastern Europe,Somogy,Kaposvar,100,2021,solar pv,,,N,Both,,N,N,N,70.07,China National Machinery Imp & Exp Corp,32.38,,,Greenfield,2019,China National Machinery Import And Export Corp,SOE,2020,37.69,,37.69,,,,,,,,,,,,,,1060109,1303468,1131874,,509559,,,,,,51721,,RE
HUN2022008,Kaposi ,Hungary,HUN,Y,Europe,Eastern Europe,,,,,solar pv,,,N,Both,,N,N,,108.48,China General Technology Group Holding Co Ltd ,,,,Greenfield,2020,China General Technology Group Holding Co Ltd ,SOE,2020,108.48,,108.48,,,,,,,,,,,,,,,,,,,,,,,,52106,,RE
HUN2022009,ReneSola Hungarian and Polish Solar PV Portfolio,Hungary,HUN,Y,Europe,Eastern Europe,,,41.3,,solar pv,,,N,Equity,,,,,,ReneSola ,,,,Greenfield,2019,Emeren Group Ltd,POE,,,,,,,,,,,,,,,,,,,,,,,,,,,,45298,,RE
HUN2023010,TURAWELL,Hungary,HUN,Y,Europe,Eastern Europe,Pest,Tura,3,2017,geothermal,,,N,Equity,,,,,,Kaishan Group Co Ltd,,,,M&A,,Kaishan Holding Group Co Ltd,POE,,,,,,,,,,,,,,,,,,1038903,1282558; 1282559,1116911,,,,,,,,,HU.F.001.1; HU.F.001.2,RE
HUN2023011,Tokaj,Hungary,HUN,Y,Europe,Eastern Europe,,,,,solar pv,,,N,Equity,,,,,,Shanghai Electric Power Co Ltd,,,,M&A,2023,State Power Investment Corp Ltd,SOE,,,,,,,,,,,,,,,,,,,,,,,,,,,,65955,,RE
IDN2021001,ADIPALA,Indonesia,IDN,Y,Asia,South-eastern Asia,Central Java,Kab Adipala - Cilacap,700,2015,coal,,,N,Debt,N,N,N,,625,,,,,,,,,2009,625,,,625,,,,,,,,,,,,,1005421,1207649,1071490,,,,50,,,,,ID.011,Fossil
IDN2021002,ASAHAN-I,Indonesia,IDN,Y,Asia,South-eastern Asia,North Sulawesi,Kec Bandarpulau - Toba Samosir,184.6,2010,hydro,2.5113,99.259,N,Equity,,,,,,China Huadian Corporation Ltd,,,,Greenfield,,China Huadian Corporation Ltd,SOE,,,,,,,,,,,,,,,,,,1042102,1216072; 1223065,1076093,WRI1000737,,,,,,,30752,ID.F.001.1; ID.F.001.2,RE
IDN2021003,BANGKO TENGAH (SS-8),Indonesia,IDN,Y,Asia,South-eastern Asia,Jambi,Bangko Tengah - Jambi,2480,2022,coal,,,N,Both,N,N,N,,1260,Huadian Power International Corp Ltd,,,,Greenfield,2005,China Huadian Corporation Ltd,SOE,2018,1260,1,,,1260,,,,,,,,,,,,1031145,1193927; 1193928; 1193929; 1193930,1063560,,165841,,181,,,154085127794,33665,ID.029.1; ID.029.2,Fossil
IDN2021004,BANTEN SURALAYA,Indonesia,IDN,Y,Asia,South-eastern Asia,Banten,Kecamatan Pulomerak - Cilegon,625,2011,coal,,,N,Debt,N,N,N,,308,,,,,,,,,2009,308,,,,308,,,,,,,,,,,,1005421,1198712,1093251,,,,46,,,,18009,ID.002,Fossil
IDN2021005,PULAU BAAI BENGKULU,Indonesia,IDN,Y,Asia,South-eastern Asia,Bengkulu,Kec Kampung Melayu,200,2021,coal,,,N,Both,N,N,N,N,315,Power Construction Corporation of China,45,,,Greenfield,2017,Power Construction Corporation of China,SOE,2016,270,,,,135,135,,,,,,,,,,,1051899,1279521;1279521,1114791,,,,,,,,30198,ID.F.027.1,Fossil
IDN2021006,CELUKAN BAWANG,Indonesia,IDN,Y,Asia,South-eastern Asia,Bali,Celukan Bawang - Kab Buleleng,426,2015,coal,,,N,Both,N,N,N,,473,,,,,Greenfield,,,,2012,473,,,473,,,,,,,,,,,,,1043328,1245040; 1246705; 1246706,1092941,,,,,,,,,ID.F.005.2; ID.F.012.1; ID.F.012.2,Fossil
IDN2021007,CILACAP SUMBER 3,Indonesia,IDN,Y,Asia,South-eastern Asia,Central Java,Kec Karangkandri - Kab Adipala,660,2019,coal,,,N,Debt,Y,N,N,,700,,,,,,,,,2013,700,,,700,,,,,,,,,,,,,1044639,1250963,1059638,,,,,,,,,ID.019,Fossil
IDN2021008,DARAJAT CETI,Indonesia,IDN,Y,Asia,South-eastern Asia,West Java,Kab Garut,180,2007,geothermal,,,N,Debt,,Y,Y,,31.6011236,,,,,,,,,2017,31.6011236,8,31.6011236,,,,,,,,,,,,,,1000961,1111534;1111535,1010126,,,,,,,154083645544a,,,RE
IDN2021009,DARAJAT PLN,Indonesia,IDN,Y,Asia,South-eastern Asia,West Java,Kab Garut,55,1994,geothermal,,,N,Debt,,Y,Y,,9.655898876,,,,,,,,,2017,9.655898876,8,9.655898876,,,,,,,,,,,,,,1000961,1111533,1026060,,,,,,,154083645544a,,,RE
IDN2021011,GUNUNG SALAK,Indonesia,IDN,Y,Asia,South-eastern Asia,West Java,Kec Parung Kuda - Kab Sukabumi,210,1997,geothermal,,,N,Debt,,Y,N,,36.86797753,,,,,,,,,2017,36.86797753,8,36.86797753,,,,,,,,,,,,,,1005422,1117973; 1117974; 1117975; 1180712,1026072,,,,,,,154083645544b,,,RE
IDN2021012,INDRAMAYU,Indonesia,IDN,Y,Asia,South-eastern Asia,West Java,Kab Indramayu,990,2011,coal,,,N,Debt,,N,N,,191.069,,,,,,,,,2008,191.069,18,25.009,50.018,,50.018,50.018,,,16.006,,,,,,,1005421,1207372;1207373;1207374,1071378,,,,327,,,154083502620,18007,ID.003.1; ID.003.2; ID.003.3,Fossil
IDN2021013,JAMBI BUNGO,Indonesia,IDN,Y,Asia,South-eastern Asia,Jambi,Kab Bungo,400,2019,coal,,,N,Equity,,,,,,China Datang Corporation Ltd,,,,M&A,2020,China Datang Corporation Ltd,SOE,,,,,,,,,,,,,,,,,,1005421,1279748; 1257399,1100727,,,,,,,,,ID.F.022.1; ID.F.022.2,Fossil
IDN2021014,JATIGEDE,Indonesia,IDN,Y,Asia,South-eastern Asia,West Java,Kec Jatigede - Kab Sumedang,110,2022,hydro,,,N,Debt,N,N,N,,353,,,,,,,,,2007,353,,,,353,,,,,,,,,,,,1005421,1258143; 1258144,1101031,,,,28,,,,,ID.030.1; ID.030.2,RE
IDN2021015,PLTU JAWA 9&10,Indonesia,IDN,Y,Asia,South-eastern Asia,Banten,Kec Pulo Merak - Kota Cliegon,2000,2024,coal,,,N,Debt,,Y,N,,240.73,,,,,,,,,2020,240.73,14,240.73,,,,,,,,,,,,,,1056538,1198713;1288339,1120778,,,,,,,154085771154;154086817473;154086920624;154086920625;154086920626,45420,,Fossil
IDN2021016,KARAMA,Indonesia,IDN,Y,Asia,South-eastern Asia,West Sulawesi,Kab Kalumpang,450,,hydro,,,N,Equity,,,,,,China Gezhouba Group Corp,,,,Greenfield,2011,China Energy Engineering Group Co Ltd,SOE,,,,,,,,,,,,,,,,,,1040837,1234101,1086626,,188705,,,,,,,,RE
IDN2021017,KENDARI-3 DSSA,Indonesia,IDN,Y,Asia,South-eastern Asia,Southeast Sulawesi,Tanjung Tiram - Kab Kendari,100,2019,coal,,,N,Both,Y,N,N,,150,China Datang Corporation Ltd,,,,M&A,2020,China Datang Corporation Ltd,SOE,2015,150,,,150,,,,,,,,,,,,,1041278,1266730;1266730,1106485,,,,,,,,48923,ID.F.024.1; ID.F.024.2,Fossil
IDN2021018,PACITAN,Indonesia,IDN,Y,Asia,South-eastern Asia,East Java,Kec Sudimoro - Kab Pacitan,630,2013,coal,,,N,Debt,N,N,N,,293,,,,,,,,,2009,293,,,,293,,,,,,,,,,,,1005421,1198706; 1198707,1066868,,,,47,,,,19212,ID.008.1; ID.008.2,Fossil
IDN2021019,PAITON BARU,Indonesia,IDN,Y,Asia,South-eastern Asia,East Java,Probolinggo - Jatim,660,2012,coal,,,N,Debt,N,N,N,,330,,,,,,,,,2008,330,,,,330,,,,,,,,,,,,1021632,1138479,1081074,,,,36,,,,,ID.006,Fossil
IDN2021020,PANGKALAN SUSU,Indonesia,IDN,Y,Asia,South-eastern Asia,North Sumatra,Kec Pangkalan Susu - Kab Langkat,440,2019,coal,,,N,Debt,Y,N,N,,373,,,,,,,,,2013,373,,,,373,,,,,,,,,,,,1005421,1260901;1260902,1079188,,,,134,,,,18009,ID.020.1; ID.020.2,Fossil
IDN2021021,PARIT BARU,Indonesia,IDN,Y,Asia,South-eastern Asia,West Kalimantan,Kec Siantan - Kab Pontianak,100,2018,coal,,,N,Debt,N,N,N,,133,,,,,,,,,2011,133,,,,133,,,,,,,,,,,,1005421,1182325;1192161,1055715,,,,97,,,,,ID.017.1; ID.017.2,Fossil
IDN2021022,PELABUHAN RATU,Indonesia,IDN,Y,Asia,South-eastern Asia,West Java,Kab Sukabumi,945,2013,coal,,,N,Debt,N,N,N,,481,,,,,,,,,2009,481,,,,481,,,,,,,,,,,,1005422,1198704; 1198705; 1204562,1066867,,,,48,,,,19214,ID.009.1; ID.009.2; ID.009.3,Fossil
IDN2021023,PLTU JAWA-7,Indonesia,IDN,Y,Asia,South-eastern Asia,Banten,Kec Kramatwatu - Kab Serang,2100,2019,coal,,,N,Both,Y,N,N,,1319,Shenhua Holding Group Co Ltd,,,,Greenfield,2016,CHNENERGY Investment Group Co Ltd,SOE,2016,1319,1,,1319,,,,,,,,,,,,,1047099,1260998; 1260999,1102782,,,,207,,,154083632984,32275,ID.021.1; ID.021.2,Fossil
IDN2021024,PLTU Nangroe Aceh Darussalam Thermal Power Plant,Indonesia,IDN,Y,Asia,South-eastern Asia,Northern Sumatra,Banda Aceh,220,,coal,,,N,Debt,N,N,N,,124,,,,,,,,,2009,124,,,,124,,,,,,,,,,,,,,,,,,49,,,,20609,,Fossil
IDN2021025,REMBANG,Indonesia,IDN,Y,Asia,South-eastern Asia,Central Java,Kab Rembang,632,2011,coal,,,N,Debt,N,Y,N,,218.3333333,,,,,,,,,2008,218.3333333,3,87.33333333,131,,,,,,,,,,,,,1005421,1198710; 1198711,1066871,,,,35,,,154083546594,15571,ID.004.1; ID.004.2,Fossil
IDN2021026,SIMPANG BELIMBING,Indonesia,IDN,Y,Asia,South-eastern Asia,South Sumatra,Kec Gunung Megang - Kab Muara Enim,300,2011,coal,-3.4,104.1158,N,Equity,,,,,,Shenhua Holding Group Co Ltd,,,,Greenfield,2008,CHNENERGY Investment Group Co Ltd,SOE,,,,,,,,,,,,,,,,,,1036490,1215768; 1215769,1075907,WRI1000978,,,,,,,,ID.F.005.1; ID.F.012.3,Fossil
IDN2021027,SUMSEL (SS-5),Indonesia,IDN,Y,Asia,South-eastern Asia,South Sumatra,Kec Bayung Lencir - Kab Musi Banyuasin,350,2016,coal,,,N,Both,N,N,N,,318,China Datang Corporation Ltd,,,,M&A,2020,China Datang Corporation Ltd,SOE,2013,318,,,318,,,,,,,,,,,,,1041278,1234007; 1234008,1086585,,,,,,,,48920,ID.015.1; ID.015.2,Fossil
IDN2021028,TAKALAR (PUNAGAYA-2),Indonesia,IDN,Y,Asia,South-eastern Asia,South Sulawesi,Kec Bangkala - Kab Jeneponto,200,2018,coal,,,N,Debt,N,N,N,,240.983,,,,,,,,,2014,240.983,,,,240.983,,,,,,,,,,,,1056086,1198739; 1198740,1066887,,,,157,,,,,ID.018.1; ID.018.2,Fossil
IDN2021029,TANJUNG KASAM,Indonesia,IDN,Y,Asia,South-eastern Asia,Riau,Telaga Punggur - Pulau Batam,130,2012,coal,,,N,Debt,Y,N,N,,130,,,,,,,,,2011,130,,,,130,,,,,,,,,,,,1043700,1189129;1192171,1060288,,,,96,,,,18908,ID.007.1; ID.007.2,Fossil
IDN2021030,TELUK SIRIH,Indonesia,IDN,Y,Asia,South-eastern Asia,West Sumatra,Kec Bungus - Kab Padang Pariaman,224,2014,coal,-1.0772,100.3727,N,Debt,Y,N,N,,138,,,,,,,,,2013,138,,,138,,,,,,,,,,,,,1005421,1198723; 1198724,1066878,WRI1000980,,,135,,,,,ID.010.1; ID.010.2,Fossil
IDN2021031,,Indonesia,IDN,Y,Asia,South-eastern Asia,Central Java,,270,,coal,,,N,Equity,,,,,,Hebei Bishi Industry Group Co Ltd,,,,Greenfield,2018,Hebei Bishi Industry Group Co Ltd,POE,,,,,,,,,,,,,,,,,,,,,,466614,,,,,,,,Fossil
IDN2021032,,Indonesia,IDN,Y,Asia,South-eastern Asia,,,300,,coal,,,N,Debt,Y,N,N,,700,,,,,,,,,2017,700,,,,700,,,,,,,,,,,,,,,,,,229,,,,,,Fossil
IDN2021035,,Indonesia,IDN,Y,Asia,South-eastern Asia,North Sumatara,Simbolon-Samosir,240,,geothermal,,,N,Equity,,,,,,KS Orka Renewables Pte Ltd,,,,Greenfield,2018,Kaishan Holding Group Co Ltd,POE,,,,,,,,,,,,,,,,,,,,,,453946,,,,,,,,RE
IDN2021036,WAYANG WINDU,Indonesia,IDN,Y,Asia,South-eastern Asia,West Java,Kec Pangalengan - Kab Bandung,227,2000,geothermal,,,N,Debt,,N,N,,18,,,,,,,,,2017,18,13,,,,18,,,,,,,,,,,1033414,1157001; 1159632,1010414,,,,,,,154083646531; 154083646532,39955,,RE
IDN2022037,Acquisition of Chevron's Indonesian Geothermal Assets,Indonesia,IDN,Y,Asia,South-eastern Asia,,,650,,geothermal,,,N,Debt,,Y,N,,53.5,,,,,,,,,2017,53.5,,,,,53.5,,,,,,,,,,,,,,,,,,,,,35945,,RE
IDN2022038,BANTEN SERANG,Indonesia,IDN,Y,Asia,South-eastern Asia,Banten,Serang,660,2017,coal,,,N,Equity,,,,N,200,State Development & Investment Corp Ltd,200,,,M&A,2016,State Development & Investment Corp Ltd,SOE,,,,,,,,,,,,,,,,,,1043333,1245069,1092951,,,,,,,,36147,,Fossil
IDN2022039,PLN Central Java ,Indonesia,IDN,Y,Asia,South-eastern Asia,,,660,,coal,,,N,Debt,,N,N,,625,,,,,,,,,2009,625,,,625,,,,,,,,,,,,,,,,,,,,,,,20118,,Fossil
IDN2022040,PLN West Sumatra,Indonesia,IDN,Y,Asia,South-eastern Asia,,,,,coal,,,N,Debt,,N,N,,138,,,,,,,,,2009,138,,,138,,,,,,,,,,,,,,,,,,,,,,,20119,,Fossil
IDN2022041,SUMSEL-1,Indonesia,IDN,Y,Asia,South-eastern Asia,South Sumatra,Kec Rambang Dangku - Kab Muara Enim,700,2021,coal,,,N,Both,,N,N,,520,China Shenhua Energy Co Ltd,,,,Greenfield,2017,CHNENERGY Investment Group Co Ltd,SOE,2017,520,3,104,,,52,364,,,,,,,,,,1056521,1226035; 1226036,1125456,,,,,,,154083649390;154083649391,30193,ID.F.028.1; ID.F.028.2,Fossil
IDN2022042,TANJUNG AWAR-AWAR,Indonesia,IDN,Y,Asia,South-eastern Asia,East Java,Kec Jenu - Kab Tuban,700,2013,coal,,,N,Debt,,N,N,,371.5,,,,,,,,,2009,371.5,,371.5,,,,,,,,,,,,,,1005421,1198718;1207375,1066875,,,,,,,,20351,,Fossil
IDN2022043,Teluk Naga Power Plant,Indonesia,IDN,Y,Asia,South-eastern Asia,Banten,Tangerang,945,2012,coal,,,N,Debt,,N,N,,455,,,,,,,,,2009,455,,,,455,,,,,,,,,,,,,,,,,,,,,,19213,,Fossil
IDN2023044,CILACAP SUMBER 4,Indonesia,IDN,Y,Asia,South-eastern Asia,Central Java,Kec Karangkandri - Kab Adipala,1000,2020,coal,,,N,Debt,Y,N,N,,98,,,,,,,,,2016,98,,,98,,,,,,,,,,,,,1044639,1277351,1059638,,,,330,,,,,,Fossil
IDN2023045,JATIGEDE,Indonesia,IDN,Y,Asia,South-eastern Asia,West Java,Kec Jatigede - Kab Sumedang,,,hydro,,,Y,Debt,N,N,N,,117,,,,,,,,,2013,117,,,,117,,,,,,,,,,,,1005421,1258143; 1258144,1101031,,,,329,,,,,ID.030.1; ID.030.2,RE
IDN2023046,KALSELTENG-1,Indonesia,IDN,Y,Asia,South-eastern Asia,Central Kalimantan,Kec Rungan - Kab Gunung Mas,200,2020,coal,,,N,Equity,,N,N,,,China Datang Corporation Ltd,,,,M&A,2020,China Datang Corporation Ltd,SOE,,,,,,,,,,,,,,,,,,1041278,1287352; 1287353,1120064,,,,,,,,,ID.F.023.1; ID.F.023.2,Fossil
IDN2023047,LABUHAN ANGIN,Indonesia,IDN,Y,Asia,South-eastern Asia,North Sumatra,Kec Taipan Nuil - Kab Tapanuli Tengah,230,2010,coal,,,N,Debt,,N,N,,32,,,,,,,,,2009,32,,,,32,,,,,,,,,,,,1005421,1198245;1198246,1066585,,,,328,,,,,,Fossil
IDN2023048,MEULABOH,Indonesia,IDN,Y,Asia,South-eastern Asia,Aceh,Kec Kuala Pesisir - Kab Nagan Raya,400,2024,coal,,,N,Equity,,N,N,,,China Datang Corporation Ltd,,,,Greenfield,2018,China Datang Corporation Ltd,SOE,,,,,,,,,,,,,,,,,,1037035,1260898; 1260899,1121265,,,,,,,,,ID.F.032.1; ID.F.032.2,Fossil
IDN2023049,PINDO DELI-I,Indonesia,IDN,Y,Asia,South-eastern Asia,West Java,Kab Karawang,83,2020,gas,,,N,Equity,,N,N,,,China Datang Corporation Ltd,,,,M&A,2020,China Datang Corporation Ltd,SOE,,,,,,,,,,,,,,,,,,1041278,1123984; 1123985,1025939,,,,,,,,,ID.F.025.1; ID.F.025.2,Fossil
IDN2023050,PINDO DELI-II,Indonesia,IDN,Y,Asia,South-eastern Asia,West Java,Kec Teluk Jambe - Karawang,50,2020,coal,,,N,Equity,,N,N,,,China Datang Corporation Ltd,,,,M&A,2020,China Datang Corporation Ltd,SOE,,,,,,,,,,,,,,,,,,1041278,1236284,1087937,,,,,,,,,ID.F.025.3,Fossil
IDN2023051,PULAU BAAI BENGKULU,Indonesia,IDN,Y,Asia,South-eastern Asia,Bengkulu,Kec Kampung Melayu,100,2021,coal,,,N,Equity,,N,N,,,Power Construction Corporation of China,,,,Greenfield,,Power Construction Corporation of China,SOE,,,,,,,,,,,,,,,,,,1051899,1279521,1114791,,,,,,,,,ID.F.027.2,Fossil
IDN2023052,TANGERANG IKPP,Indonesia,IDN,Y,Asia,South-eastern Asia,Banten,Serpong  - Kab Tangerang,9.8,2020,gas,,,N,Equity,,N,N,,,China Datang Corporation Ltd,,,,M&A,2020,China Datang Corporation Ltd,SOE,,,,,,,,,,,,,,,,,,1041278,1121227;1121228,1010412,,,,,,,,,ID.F.026.1;ID.F.026.2,Fossil
IRN2021001,TALEQAN DAM,Iran,IRN,Y,Asia,Southern Asia,Alborz,Taleqan County,17.8,2006,hydro,,,N,Debt,N,N,N,,121.55,,,,,,,,,2001,121.55,,,,121.55,,,,,,,,,,,,1016049,1198926; 1206066,1067044,,,,3,,,,,IR.001.1; IR.001.2,RE
IRN2022002,Missan Combined Cycle,Iran,IRN,Y,Asia,Southern Asia,,,750,,gas,,,N,Debt,,N,N,,,,,,,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,48284,,Fossil
ITA2021001,CASSANO ALLO IONIO,Italy,ITA,Y,Europe,Southern Europe,,Cassano allo Ionio (CS),13.1,2012,solar pv,,,N,Equity,,,,,,Hareon Solar Co Ltd,,,,Greenfield,,Hareon Solar Co Ltd,POE,,,,,,,,,,,,,,,,,,1041542,1237448; 1261656,1088585,,,,,,,,,IT.F.001.1; IT.F.001.2,RE
ITA2021002,PLC-SPA CASTELLANETA,Italy,ITA,Y,Europe,Southern Europe,,Castellaneta (TA),16,2013,onshore wind,,,N,Equity,,,,,,China Three Gorges Corp,,,,M&A,,China Three Gorges Corp,SOE,,,,,,,,,,,,,,,,,,1043893,1247710,1094686,,,,,,,,,IT.F.005,RE
ITA2021003,CHIGNOLO,Italy,ITA,Y,Europe,Southern Europe,,Chignolo Po (PV),3.3,2011,solar pv,,,N,Equity,,,,,,ET SOLAR Inc,,,,Greenfield,,ET SOLAR Inc,POE,,,,,,,,,,,,,,,,,,1046726,1272511,1110178,,,,,,,,,IT.F.002,RE
ITA2021004,PUGLIA GSF,Italy,ITA,Y,Europe,Southern Europe,Brindisi,,27.5,,solar pv,,,N,Debt,N,N,N,,730.06,,,,,,,,,2010,730.06,,,730.06,,,,,,,,,,,,,1039414,1227508,1082853,,,,,,,,20990,,RE
ITA2021005,SALANDRA-FERRANDINA,Italy,ITA,Y,Europe,Southern Europe,,Salandra (MT),20,,onshore wind,,,N,Equity,,,,,,China Three Gorges Corp,,,,M&A,,China Three Gorges Corp,SOE,,,,,,,,,,,,,,,,,,1043893,1253774,1098416,,,,,,,,,IT.F.013,RE
ITA2021006,VILLA CASTELLI,Italy,ITA,Y,Europe,Southern Europe,,Villa Castelli (BR),20,2013,onshore wind,,,N,Equity,,,,,,China Three Gorges Corp,,,,M&A,,China Three Gorges Corp,SOE,,,,,,,,,,,,,,,,,,1043893,1248101,1094963,,,,,,,,,IT.F.006,RE
ITA2022007,EDP's European Wind Portfolio ,Italy,ITA,Y,Europe,Southern Europe,,,100,,onshore wind,,,N,Equity,,,,Y,92.75406504,China Three Gorges Corp,92.75406504,,,M&A,2016,China Three Gorges Corp,SOE,,,,,,,,,,,,,,,,,,,,,,,,,,,,35521,,RE
ITA2022008,Limes Italian Solar PV Portfolio,Italy,ITA,Y,Europe,Southern Europe,,,55,,solar pv,,,N,Equity,,,,,,Shanghai Electric Power Co Ltd,,,,M&A,2020,State Power Investment Corp Ltd,SOE,,,,,,,,,,,,,,,,,,,,,,547641,,,,,,51486,,RE
ITA2023009,BELLPOWER,Italy,ITA,Y,Europe,Southern Europe,Apulia,Salice Salentino (LE),10,2012,solar pv,,,N,Equity,,,,,,China Three Gorges Corp,,,,M&A,,China Three Gorges Corp,SOE,,,,,,,,,,,,,,,,,,1036696,1260285,1102287,,,,,,,,,IT.F.007,RE
ITA2023010,BONASSASI,Italy,ITA,Y,Europe,Southern Europe,Apulia,Masseria Coperso (FG),5.9,2012,solar pv,,,N,Equity,,,,,,China Three Gorges Corp,,,,M&A,,China Three Gorges Corp,SOE,,,,,,,,,,,,,,,,,,1036696,1260282,1102284,,,,,,,,,IT.F.008,RE
ITA2023011,DUCCOTTO,Italy,ITA,Y,Europe,Southern Europe,Sicily,,7.7,2010,solar pv,,,N,Equity,,,,,,China Three Gorges Corp,,,,M&A,,China Three Gorges Corp,SOE,,,,,,,,,,,,,,,,,,1036696,1229198,1083965,,,,,,,,,IT.F.009.1,RE
ITA2023012,DUCOTTO MONREALE,Italy,ITA,Y,Europe,Southern Europe,Sicily,Monreale (PA),7.9,2011,solar pv,,,N,Equity,,,,,,China Three Gorges Corp,,,,M&A,,China Three Gorges Corp,SOE,,,,,,,,,,,,,,,,,,1036696,1260286,1102288,,,,,,,,,IT.F.009.2,RE
ITA2023013,EDP LATERZA,Italy,ITA,Y,Europe,Southern Europe,Apulia,Laterza (TA),14,2013,onshore wind,,,N,Equity,,,,,,China Three Gorges Corp,,,,M&A,,China Three Gorges Corp,SOE,,,,,,,,,,,,,,,,,,1043893,1267226,1106855,,,,,,,,,IT.F.004,RE
ITA2023014,FRANCOFONTE GA-SOLAR,Italy,ITA,Y,Europe,Southern Europe,Sicily,Francofonte (SR),2.3,2010,solar pv,,,N,Equity,,,,,,China Three Gorges Corp,,,,M&A,,China Three Gorges Corp,SOE,,,,,,,,,,,,,,,,,,1036696,1229199,1083966,,,,,,,,,IT.F.010,RE
ITA2023015,ISIS SOLAR,Italy,ITA,Y,Europe,Southern Europe,Apulia,Masseria Ricciardi (FG),3,2012,solar pv,,,N,Equity,,,,,,China Three Gorges Corp,,,,M&A,,China Three Gorges Corp,SOE,,,,,,,,,,,,,,,,,,1036696,1260283,1102285,,,,,,,,,IT.F.011,RE
ITA2023016,SAPEU,Italy,ITA,Y,Europe,Southern Europe,Sicily,,3.8,2010,solar pv,,,N,Equity,,,,,,China Three Gorges Corp,,,,M&A,,China Three Gorges Corp,SOE,,,,,,,,,,,,,,,,,,1036696,1229201,1083968,,,,,,,,,IT.F.012,RE
KAZ2021001,CHULAKKURGAN SOLAR,Kazakhstan,KAZ,Y,Asia,Central Asia,Turkistan,Chulakkurgan,50.4,2020,solar pv,,,N,Equity,,,,,,Risen Energy Co Ltd,,,,Greenfield,2019,Risen Energy Co Ltd,POE,,,,,,,,,,,,,,,,,,1037839,1299164,1128620,,488714,,,,,,45460,,RE
KAZ2021002,MOYNAK,Kazakhstan,KAZ,Y,Asia,Central Asia,Almaty,Almaty Region,300,2011,hydro,,,N,Debt,N,N,N,,200,,,,,,,,,2006,200,,,200,,,,,,,,,,,,,1007545,1192711;1218881,1062733,,,,20,,,,,KZ.003.1; KZ.003.2,RE
